sku,title,desc,quantity,cost-price,price,image,col,vendor,country,line,SV_razmer,teplota,podderjka,razm_nav,razm_podod,razmer_prostini,tip_prostini,visota,napolnitel,napolnitel_chehla,napolnitel_yadra,ves_napolnitel,ves_nopolnitel_chehla,ves_napolnitel_yadra,tkan,sostav_tkan,tip_zast,tip_zast_navol,tip_zast_podod,tip_krepl,tip_stejki,okantovka,upak,tip_upak,kol_upak,material,plotnost,barcode,SV_cvet,tkan_verh,tkan_niz,sostav,Kornevai
Al-Ла ФорЕста-180/PAL-012,180/PAL-012 Ла ФорЕста 180х200 однотонный с тиснением  микрофибра плед AlViTek,"",1,1264.0,1896.0,http://alvitek.com.ru/upload/iblock/48a/48aa041b5f6335efaad549203b5f1106.jpeg,"",AlViTek (АльВиТек),Россия,"",180х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605265,"","","",100% микрофибра,Alvitek
Al-Ла ФорЕста-200/PAL-001,200/PAL-001 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",1,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/6c3/6c356b742b92c3af9695b9852cd77621.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605272,"","","",100% микрофибра бамбук,Alvitek
Al-Ла ФорЕста-200/PAL-002,200/PAL-002 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",3,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/9bf/9bf553a5bc5bb6dd6fe4dc0083803944.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605289,"","","",100% микрофибра бамбук,Alvitek
Al-Ла ФорЕста-200/PAL-003,200/PAL-003 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",3,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/590/590c576529badace6956b87f21abf81d.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605296,"","","",100% микрофибра бамбук,Alvitek
Al-Ла ФорЕста-200/PAL-005,200/PAL-005 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",5,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/3c0/3c04647ca7c74ecac24a8fd8b1477988.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605302,"","","",100% микрофибра бамбук,Alvitek
Al-Ла ФорЕста-200/PAL-006,200/PAL-006 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",5,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/0cc/0ccc488b2b1499054fd2f30d0be18adf.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605319,"","","",100% микрофибра бамбук,Alvitek
Al-Ла ФорЕста-200/PAL-008,200/PAL-008 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",3,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/316/316014537f222783df852e745b32e515.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605326,"","","",100% микрофибра бамбук,Alvitek
Al-Ла ФорЕста-200/PAL-009,200/PAL-009 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",5,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/de5/de5e27617b950b23d4406e662986d890.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605333,"","","",100% микрофибра бамбук,Alvitek
Al-Ла ФорЕста-200/PAL-010,200/PAL-010 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",3,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/053/0538eb34242169d2f46cb59be6857fd9.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605340,"","","",100% микрофибра бамбук,Alvitek
Al-Ла ФорЕста-200/PAL-011,200/PAL-011 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",1,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/aa7/aa770c146dfe43691bc23e79a1015244.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605357,"","","",100% микрофибра бамбук,Alvitek
Al-Ла ФорЕста-200/PAL-012,200/PAL-012 Ла ФорЕста 200х220 однотонный с тиснением  микрофибра плед AlViTek,"",5,1475.0,2212.5,http://alvitek.com.ru/upload/iblock/413/4134b49a97f46e210daf72715b6e3ff0.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",300г/м,2000925605364,"","","",100% микрофибра бамбук,Alvitek
MERZUKA-11290-зеленый,11290 Зеленый CLASSY  (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/542/54249765a3f7de07bb68f7766bb14612.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606637,"","","","",Alvitek
MERZUKA-11290-оранж,11290 Оранжевый CLASSY  (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/e7e/e7e14c235e59a52584292c752047035f.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606613,"","","","",Alvitek
MERZUKA-11290-розов,11290 Розовый CLASSY  (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/d4b/d4b3a89937111e1fbffc51ca0bc621e2.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606620,"","","","",Alvitek
MERZUKA-11241-синий,11241 Синий DIVES  (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/56d/56d93e6bdcdc6adc6958ab555a4498c0.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606668,"","","","",Alvitek
11226-бежевый,11226 Бежевый GRETA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,931.0,1396.5,http://alvitek.com.ru/upload/iblock/190/190c79e3379fc0c8bbffae0e9f67af48.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606736,"","","","",Alvitek
11226-Зеленый,11226 Зеленый GRETA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/4c9/4c98ebec623a583b9beb563b3e1777d6.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606712,"","","","",Alvitek
11226-коричневый,11226 Коричневый GRETA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,931.0,1396.5,http://alvitek.com.ru/upload/iblock/ea5/ea5ebb7d7fb5138c454a1aac78e8bf23.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606705,"","","","",Alvitek
11226-светло-серый,11226 Светло-серый GRETA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/e4c/e4c6246ce6dc4c58be327fb6a09b6a0d.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606729,"","","","",Alvitek
11226-брусничный,11226 Брусничный GRETA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/ebe/ebecec6b7cf4283d81a4445539af2547.jpeg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2000925607733,"","","","",Alvitek
11226-фиолетовый,11226 Фиолетовый GRETA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/6fb/6fbb0e3dc88dbabf4d908d11ff43fc8e.jpeg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2000925607740,"","","","",Alvitek
11232-бежевый,11232 Бежевый MILAS  махра (50х90+70х140 ) в коробке Набор полотенец TWO DOLPHINS,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/799/7991416f415cbbd1834611fc91064bdc.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606781,"","","","",Alvitek
11232-голубой,11232 Голубой MILAS  махра (50х90+70х140 ) в коробке Набор полотенец TWO DOLPHINS,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/7d2/7d2af0b07acbead51497cce18c0a0e37.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606750,"","","","",Alvitek
11232-зеленый,11232 Зеленый MILAS  махра (50х90+70х140 ) в коробке Набор полотенец TWO DOLPHINS,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/fd6/fd6f1df7e6183fc11647e1b9b4098fde.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606767,"","","","",Alvitek
11232-коричневый,11232 Коричневый MILAS  махра (50х90+70х140 ) в коробке Набор полотенец TWO DOLPHINS,"",1,699.0,1048.5,http://alvitek.com.ru/upload/iblock/ad1/ad1fbbe47b4973b9cf3a6b2de24af1aa.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606743,"","","","",Alvitek
11232-светло-серый,11232 Светло-серый MILAS  махра (50х90+70х140 ) в коробке Набор полотенец TWO DOLPHINS,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/e0e/e0ebe0d8bde45e83ad6f9b789adaa51d.jpeg,"",TWO DOLPHINS,"","",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925606774,"","","","",Alvitek
MERZUKA-10678-розовый,10678 Розовый DREAMS FLOWER махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",10,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/11d/11d2f5f18e41dd1965d418961a3db214.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607061,"","","","",Alvitek
MERZUKA-11038-бирюзовый,11038 Бирюзовый ORKIDE (50х90+70х140 ) в коробке Набор полотенец  MERZUKA,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/df8/df847d88df376e45050d2cedf6154d95.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607092,"","","","",Alvitek
MERZUKA-11038-фисташковый,11038 Фисташковый ORKIDE (50х90+70х140 ) в коробке Набор полотенец  MERZUKA,"",6,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/5fb/5fb9b7a0b68d58a88602c0044ab0957b.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607153,"","","","",Alvitek
MERZUKA-10673-коричневый,10673 Коричнывый ART махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",2,931.0,1396.5,http://alvitek.com.ru/upload/iblock/6c0/6c02f4b25b61c31386ffb2ab799768ea.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607160,"","","","",Alvitek
MERZUKA-10673-кремовый,10673 Кремовый ART махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",5,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/a1e/a1e742e8244067d0d643978c7b6763ad.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607177,"","","","",Alvitek
MERZUKA-10673-мятный,10673 Мятный ART махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",2,797.0,1195.5,http://alvitek.com.ru/upload/iblock/46b/46bd526d00ad20e6c7775fea85c356b5.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607184,"","","","",Alvitek
MERZUKA-10673-светрозовый,10673 Светло-розовый ART махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/c0f/c0f284d7c4be0b1618d1bc96f35a7adf.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607191,"","","","",Alvitek
MERZUKA-10673-серый,10673 Серый ART махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",4,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/51f/51f5238d8522362c4046d11ae151ae51.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607207,"","","","",Alvitek
MERZUKA-10673-фисташковый,10673 Фисташковый ART махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/d0c/d0cd4b2f6b5c20222217b17a910ec133.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607214,"","","","",Alvitek
MERZUKA-11292-бирюзовый,11292 Бирюзовый DAYSTAR махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",5,797.0,1195.5,http://alvitek.com.ru/upload/iblock/919/919f4cf8f97b683a1c194cc78399cf5c.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607221,"","","","",Alvitek
MERZUKA-11292-зеленёй,11292 Зелёный DAYSTAR махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",2,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/1dc/1dc7868e01c56a4dd36308bc30a8f00b.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607238,"","","","",Alvitek
MERZUKA-11292-оранжевый,11292 Оранжевый DAYSTAR махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",2,797.0,1195.5,http://alvitek.com.ru/upload/iblock/97f/97fed8c098cfd5cdb52d8569291844ba.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607245,"","","","",Alvitek
MERZUKA-11292-розовый,11292 Розовый DAYSTAR махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/981/98135086942afc386ad29e7c0554521e.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607252,"","","","",Alvitek
MERZUKA-11292-светрозовый,11292 Светло-розовый DAYSTAR махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/a8f/a8fa73651920ed780cd4f8659b3cf460.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607269,"","","","",Alvitek
MERZUKA-11292-сиреневый,11292 Сиреневый DAYSTAR махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",2,797.0,1195.5,http://alvitek.com.ru/upload/iblock/60c/60c023b2c80087a5f7410266af763e7e.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607276,"","","","",Alvitek
MERZUKA-11292-фисташковый,11292 Фисташковый DAYSTAR махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/957/957c9afcb5c54e598b80dd07648e0492.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607283,"","","","",Alvitek
MERZUKA-11286-бежевый,11286 Бежевый HEXAGON махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/e7a/e7a2a33839306eb1d05ee60930d21cee.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607290,"","","","",Alvitek
MERZUKA-11286-бордовый,11286 Бордовый HEXAGON махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",5,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/31f/31f1ba55fc353efa1ae25c371a7ed366.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607306,"","","","",Alvitek
MERZUKA-11286-голубой,11286 Голубой HEXAGON махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/c86/c86323c5478abde7695b079465220578.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607313,"","","","",Alvitek
MERZUKA-11286-коричневый,11286 Коричневый HEXAGON махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/a4f/a4fa3f6aeaee0dfa01b23e49a35bd2a2.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607320,"","","","",Alvitek
MERZUKA-11286-сервый,11286 Серый HEXAGON махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",3,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/944/944b94216da927bb5dc465b157be2d3b.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607337,"","","","",Alvitek
MERZUKA-11286-синий,11286 Синий HEXAGON махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,931.0,1396.5,http://alvitek.com.ru/upload/iblock/d9c/d9c24fd30142744f19c6b1309af49870.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607344,"","","","",Alvitek
MERZUKA-11286-тёмноголубо,11286 Тёмно-голубой HEXAGON махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,931.0,1396.5,http://alvitek.com.ru/upload/iblock/584/584186c25bce72236dfed2f89458b701.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607351,"","","","",Alvitek
MERZUKA-11040-бирюзовый,11040 Бирюзовый RINGS махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,931.0,1396.5,http://alvitek.com.ru/upload/iblock/b3b/b3bcf00ef87e1f593cbc9ae58d951e01.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607368,"","","","",Alvitek
MERZUKA-11040-коричневый,11040 Коричневый RINGS махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",2,797.0,1195.5,http://alvitek.com.ru/upload/iblock/e6f/e6fe49f188771fbc9edd443342c478ae.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607375,"","","","",Alvitek
MERZUKA-11040-персиковый,11040 Персиковый RINGS махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/0c0/0c00eb983cf6e6a43870199d4e630ad0.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607382,"","","","",Alvitek
MERZUKA-11040-розовый,11040 Розовый RINGS махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",2,797.0,1195.5,http://alvitek.com.ru/upload/iblock/f1c/f1c370330815d9a2f3f1c0890867c366.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607399,"","","","",Alvitek
MERZUKA-11040-темнголубой,11040 Тёмно-голубой RINGS махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/dc7/dc7e6f7aabd3509929b0f035817b779d.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607405,"","","","",Alvitek
MERZUKA-11040-фисташковый,11040 Фисташковый RINGS махра (50х90+70х140 ) в коробке Набор полотенец MERZUKA,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/52c/52c2561565e7217183e33e0f5ff9a7be.jpeg,"",MERZUKA,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607412,"","","","",Alvitek
TWO DOLPHINS-11215-баклаж,11215 Баклажан JENNY (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS,"",1,931.0,1396.5,http://alvitek.com.ru/upload/iblock/4cb/4cb98bddb13e0228330720d16e3862ae.jpeg,"",TWO DOLPHINS,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607504,"","","","",Alvitek
TWO DOLPHINS-11215-бежевы,11215 Бежевый JENNY (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/01b/01b45944d2402be5471ec915e387f58c.jpeg,"",TWO DOLPHINS,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607511,"","","","",Alvitek
TWO DOLPHINS-11215-зелёны,11215 Зелёный JENNY (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/6a1/6a1602d9889777cd194a96d0b0556a30.jpeg,"",TWO DOLPHINS,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607528,"","","","",Alvitek
TWO DOLPHINS-11215-кремов,11215 Кремовый JENNY (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/035/03523c1591b37a7dcf7678eabe1f2fd4.jpeg,"",TWO DOLPHINS,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607535,"","","","",Alvitek
TWO DOLPHINS-11215-пудра,11215 Пудра JENNY (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/a96/a96df722c2e41ccc65a35aa8ad0ec2ea.jpeg,"",TWO DOLPHINS,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607542,"","","","",Alvitek
TWO DOLPHINS-11215-сврозо,11215 Светло-розовый JENNY (50х90+70х140 ) Набор полотенец в коробке TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/3e0/3e028d49010d51fe629ffbf66ed3b655.jpeg,"",TWO DOLPHINS,Турция,"",50х90+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",2 шт.,"","",2000925607559,"","","","",Alvitek
11217-бежевый,11217-Бежевый ANITA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",2,797.0,1195.5,http://alvitek.com.ru/upload/iblock/b3c/b3c6832d8faa1183b2d2657c2310f4bf.jpeg,"",TWO DOLPHINS,"","",50х90х2шт+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",3 шт.,"","",2000925607627,"","","","",Alvitek
11217-брусничный,11217-Брусничный ANITA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,1121.0,1681.5,http://alvitek.com.ru/upload/iblock/591/591c845c792f88a836846e0b43abc806.jpeg,"",TWO DOLPHINS,"","",50х90х2шт+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",3 шт.,"","",2000925607634,"","","","",Alvitek
11217-зелёный,11217-Зелёный ANITA махра (50х90+70х140 ) в коробке Набор полотенец  TWO DOLPHINS,"",1,797.0,1195.5,http://alvitek.com.ru/upload/iblock/4b3/4b3a01656353d180e5e1b806d115c81f.jpeg,"",TWO DOLPHINS,"","",50х90х2шт+70х140,"","","","","","","","","","","","","",Махра,100% хлопок,"","","","","","",Коробка,"",3 шт.,"","",2000925607665,"","","","",Alvitek
