sku,title,desc,quantity,cost-price,price,image,col,vendor,country,line,SV_razmer,teplota,podderjka,razm_nav,razm_podod,razmer_prostini,tip_prostini,visota,napolnitel,napolnitel_chehla,napolnitel_yadra,ves_napolnitel,ves_nopolnitel_chehla,ves_napolnitel_yadra,tkan,sostav_tkan,tip_zast,tip_zast_navol,tip_zast_podod,tip_krepl,tip_stejki,okantovka,upak,tip_upak,kol_upak,material,plotnost,barcode,SV_cvet,tkan_verh,tkan_niz,sostav,Kornevai
АльВиТек-CKK-7-614,CKK-7-614 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,5201.0,7801.5,http://alvitek.com.ru/upload/iblock/380/380f7479449725abf818c2ef764d7abc.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621128,"","","","",Alvitek
НМСР-200,"НМСР-200  Наматрацник с резинкой ""Модерато"" 200х200","наматрасник на резинке с наполнителем из овечьей шерсти меринос 300 г/кв.м, чехол (100 % хлопок)- ткань сатин (бежевый) , окантовка косая бейка, бирка, постер, в чемодане",1,2911.0,4366.5,http://alvitek.com.ru/upload/iblock/5ef/5efe210b5fd3834ac8d6374fd53dbe96.jpeg,Модерато,AlViTek (АльВиТек),Россия,"",200х200,"","","","","","","","Овечья шерсть Меринос,пэ","","",300 гр/кв.м,"","",Сатин жаккард,100% хлопок,"","","",Резинка,Многоигольная машина,Косая бейка,Сумка оригинальная,"","","","",4607048007396,Кремовый,"","","",Alvitek
Н-М-70-МО,Н-М-70-МО Молочный наволочка на молнии ткань Махра 2шт.-70х70,"ткань- сатин (хлопок 100%), бирка, постер, пакет",1,540.0,810.0,http://alvitek.com.ru/upload/iblock/806/806037761b17c2c20918de3f714b9a43.jpeg,"",AlViTek (АльВиТек),Россия,"",70х70,"","","","","","","","","","","","","",Махра,"","",Молния,"","","","",Пакет ПВХ,"",2 шт.,"","",2000925564319,Молочный,"","",100% хлопок,Alvitek
Н-М-70-КАК,Н-М-70-КАК Какао наволочка на молнии ткань Махра 2шт.-70х70,"ткань- сатин (хлопок 100%), бирка, постер, пакет",1,540.0,810.0,http://alvitek.com.ru/upload/iblock/8a9/8a9c845cb9cd4fe5bf45e917d4563922.jpeg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2000925581705,"","","","",Alvitek
Н-М-70-КРЕМ,Н-М-70-КРЕМ Кремовая наволочка на молнии ткань Махра 2шт.-70х70,"ткань- сатин (хлопок 100%), бирка, постер, пакет",2,540.0,810.0,http://alvitek.com.ru/upload/iblock/c18/c18ef6fb86920b376b17b8ee297d0514.jpeg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2000925581712,"","","","",Alvitek
АльВиТек-ПA-1-693,"ПА-1-693  КПБ 1.5 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",7,1517.0,2275.5,http://alvitek.com.ru/upload/iblock/a19/a19dbac797795d7d86ab5a990fbabb4e.jpeg,"",AlViTek (АльВиТек),Россия,"",Полутороспальное,"","",70х70 (2шт.),143х215,150х215,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622361,"","","","",Alvitek
АльВиТек-ПA-1-688*,"ПА-1-688*  КПБ 1.5 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",6,1517.0,2275.5,http://alvitek.com.ru/upload/iblock/fd7/fd77bbc099c97b0a65a40d273f8df0f1.jpeg,"",AlViTek (АльВиТек),Россия,"",Полутороспальное,"","",70х70 (2шт.),143х215,150х215,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622354,"","","","",Alvitek
АльВиТек-ПA-1-699,"ПА-1-699  КПБ 1.5 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",6,1517.0,2275.5,http://alvitek.com.ru/upload/iblock/8a3/8a3f8933afd0ebd874010541c221bbf1.jpeg,"",AlViTek (АльВиТек),Россия,"",Полутороспальное,"","",70х70 (2шт.),143х215,150х215,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622347,"","","","",Alvitek
АльВиТек-ПA-1-700,"ПА-1-700  КПБ 1.5 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",6,1517.0,2275.5,http://alvitek.com.ru/upload/iblock/31d/31d20bff0dd33ccd0335eed4c3534757.jpeg,"",AlViTek (АльВиТек),Россия,"",Полутороспальное,"","",70х70 (2шт.),143х215,150х215,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622330,"","","","",Alvitek
АльВиТек-ПA-2-699,"ПА-2-699  КПБ 2 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",4,1770.0,2655.0,http://alvitek.com.ru/upload/iblock/863/863bb69c954f4cac4c0078d0b92f75eb.jpeg,"",AlViTek (АльВиТек),Россия,"",Двуспальное,"","",70х70 (2шт.),175х215,215х220,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622392,"","","","",Alvitek
АльВиТек-ПA-2-700,"ПА-2-700  КПБ 2 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",4,1770.0,2655.0,http://alvitek.com.ru/upload/iblock/6b8/6b82ecfdf5fc8c717e060821319a2685.jpeg,"",AlViTek (АльВиТек),Россия,"",Двуспальное,"","",70х70 (2шт.),175х215,215х220,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622385,"","","","",Alvitek
АльВиТек-ПA-1-Голублето,"ПА-1-Голубое лето  КПБ 1.5 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",6,1517.0,2275.5,http://alvitek.com.ru/upload/iblock/67b/67b9f8cb60173fa62e4ec5e06eeac51f.jpeg,"",AlViTek (АльВиТек),Россия,"",Полутороспальное,"","",70х70 (2шт.),143х215,150х215,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622538,"","","","",Alvitek
АльВиТек-ПA-2-688*,"ПА-2-688*  КПБ 2 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",5,1770.0,2655.0,http://alvitek.com.ru/upload/iblock/ff2/ff2e6728104d6e09d54ad9732f671feb.jpeg,"",AlViTek (АльВиТек),Россия,"",Двуспальное,"","",70х70 (2шт.),175х215,215х220,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622422,"","","","",Alvitek
АльВиТек-ПA-2-693,"ПА-2-693  КПБ 2 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",6,1770.0,2655.0,http://alvitek.com.ru/upload/iblock/a06/a06cae6740d4944db5cfe6bb54f309b6.jpeg,"",AlViTek (АльВиТек),Россия,"",Двуспальное,"","",70х70 (2шт.),175х215,215х220,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622415,"","","","",Alvitek
АльВиТек-ПA-2-Голублето,"ПА-2-Голубое лето  КПБ 2 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",5,1770.0,2655.0,http://alvitek.com.ru/upload/iblock/5fd/5fd4d7cc7aca4c3fe6d7a62d2b2138d0.jpeg,"",AlViTek (АльВиТек),Россия,"",Двуспальное,"","",70х70 (2шт.),175х215,215х220,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622545,"","","","",Alvitek
АльВиТек-ПA-3-693,"ПА-3-693  КПБ Евро Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",5,2005.0,3007.5,http://alvitek.com.ru/upload/iblock/2df/2df80612af89d8b6d7fe2ea2cc27c567.jpeg,"",AlViTek (АльВиТек),Россия,"",Евро,"","",70х70 (2шт.),205х220,220х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622460,"","","","",Alvitek
АльВиТек-ПA-3-688*,"ПА-3-688*  КПБ Евро Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",4,2005.0,3007.5,http://alvitek.com.ru/upload/iblock/662/6626708b8862abe8ef0f2881ef45a662.jpeg,"",AlViTek (АльВиТек),Россия,"",Евро,"","",70х70 (2шт.),205х220,220х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622453,"","","","",Alvitek
АльВиТек-ПA-3-699,"ПА-3-699  КПБ Евро Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",4,2005.0,3007.5,http://alvitek.com.ru/upload/iblock/9af/9af2dd4c43d6140d6c54e6aca4c28300.jpeg,"",AlViTek (АльВиТек),Россия,"",Евро,"","",70х70 (2шт.),205х220,220х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622446,"","","","",Alvitek
АльВиТек-ПA-3-700,"ПА-3-700  КПБ Евро Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",5,2005.0,3007.5,http://alvitek.com.ru/upload/iblock/76a/76a9a2598375dff5ae1e7fcf411fc545.jpeg,"",AlViTek (АльВиТек),Россия,"",Евро,"","",70х70 (2шт.),205х220,220х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622439,"","","","",Alvitek
АльВиТек-ПA-4-688*,"ПА-4-688*  КПБ Семья Поплин + нав-ки ( 70х70х2 шт ) ""АльВиТек""","",3,2428.0,3642.0,http://alvitek.com.ru/upload/iblock/7ad/7addd580135c414bb3bcfad2ddb98a80.jpeg,"",AlViTek (АльВиТек),Россия,"",Семейное (2 пододеяльника),"","",70х70 (2шт.),143х215-2шт.,215х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925622521,"","","","",Alvitek
Н-М-50-ЛАГ,Н-М-50-ЛАГ Лагуна наволочка на молнии ткань Махра 2шт.-50х70,"ткань- сатин (хлопок 100%), бирка, постер, пакет",1,483.0,724.5,http://alvitek.com.ru/upload/iblock/d67/d672ba5eafd744dfc5c2d9a920cc2453.jpeg,"",AlViTek (АльВиТек),Россия,"",50х70,"","","","","","","","","","","","","",Махра,"","",Молния,"","","","",Пакет ПВХ,"",2 шт.,"","",2000925564234,Лагуна,"","",100% хлопок,Alvitek
Н-Т-50-ФУК,Н-Т-50-ФУК Фуксия наволочка на молнии ткань трикотаж 2шт.-50х70,"ткань- сатин (хлопок 100%), бирка, постер, пакет",2,387.0,580.5,http://alvitek.com.ru/upload/iblock/055/05544315e33c67b9182d7172a2eece69.jpeg,"",AlViTek (АльВиТек),Россия,"",50х70,"","","","","","","","","","","","","",Трикотаж,"","",Молния,"","","","",Пакет ПВХ,"",2 шт.,"","",2000925553542,Фуксия,"","",100% хлопок,Alvitek
Al-150/167-pb,150/167-pb Микрофибра Бамбук 150х200 Плед AlViTek,"",7,1137.0,1705.5,http://alvitek.com.ru/upload/iblock/38e/38e062983bf31a1348e73ff19248d466.jpeg,"",AlViTek (АльВиТек),Россия,"",150х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925584348,"","","",100% полиэстр,Alvitek
Al-180/167-pb,180/167-pb Микрофибра Бамбук 180х200 Плед AlViTek,"",5,1286.0,1929.0,http://alvitek.com.ru/upload/iblock/b34/b3409bafb118cfd4477b4ef8a39e19bd.jpeg,"",AlViTek (АльВиТек),Россия,"",180х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925584621,"","","",100% полиэстр,Alvitek
Al-200/167-pb,200/167-pb Микрофибра Бамбук 200х220 Плед AlViTek,"",5,1504.0,2256.0,http://alvitek.com.ru/upload/iblock/55b/55b0a2557d095a112a0f5685e6823b67.jpeg,"",AlViTek (АльВиТек),Россия,"",200х220,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925584423,"","","",100% полиэстр,Alvitek
Al-150/260-pb,150/260-pb Микрофибра Бамбук 150х200 Плед AlViTek,"",5,1137.0,1705.5,http://alvitek.com.ru/upload/iblock/d7e/d7ece35ca8b8a8acf3649622ea0e0dab.jpeg,"",AlViTek (АльВиТек),Россия,"",150х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925620183,"","","",100% полиэстр,Alvitek
Al-150/261-pb,150/261-pb Микрофибра Бамбук 150х200 Плед AlViTek,"",4,1137.0,1705.5,http://alvitek.com.ru/upload/iblock/40c/40c16b9bcc5a2dbe461baef2e91774f6.jpeg,"",AlViTek (АльВиТек),Россия,"",150х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925620190,"","","",100% полиэстр,Alvitek
Al-150/266-pb,150/266-pb Микрофибра Бамбук 150х200 Плед AlViTek,"",4,1137.0,1705.5,http://alvitek.com.ru/upload/iblock/019/0190984e8fb6a9aed7ede93ffe13f16c.jpeg,"",AlViTek (АльВиТек),Россия,"",150х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925620206,"","","",100% полиэстр,Alvitek
Al-150/270-pb,150/270-pb Микрофибра Бамбук 150х200 Плед AlViTek,"",4,1137.0,1705.5,http://alvitek.com.ru/upload/iblock/172/172e7434e02456f169b9d19d9429a76f.jpeg,"",AlViTek (АльВиТек),Россия,"",150х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925620213,"","","",100% полиэстр,Alvitek
Al-180/260-pb,180/260-pb Микрофибра Бамбук 180х200 Плед AlViTek,"",4,1286.0,1929.0,http://alvitek.com.ru/upload/iblock/996/996060b4ffe91b8aa97947d2bb8bea21.jpeg,"",AlViTek (АльВиТек),Россия,"",180х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925620237,"","","",100% полиэстр,Alvitek
Al-180/261-pb,180/261-pb Микрофибра Бамбук 180х200 Плед AlViTek,"",5,1286.0,1929.0,http://alvitek.com.ru/upload/iblock/890/8902e4ad0dcfe037f2e5571b4ee7a32e.jpeg,"",AlViTek (АльВиТек),Россия,"",180х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925620244,"","","",100% полиэстр,Alvitek
Al-180/266-pb,180/266-pb Микрофибра Бамбук 180х200 Плед AlViTek,"",5,1286.0,1929.0,http://alvitek.com.ru/upload/iblock/4fd/4fd1807fa98c3bf2ef2648d790a91682.jpeg,"",AlViTek (АльВиТек),Россия,"",180х200,"","","","","","","","","","","","","",Велсофт,"","","","","","","",Сумка с металлическим каркасом,"","","",260г/м,2000925620251,"","","",100% полиэстр,Alvitek
